IDENTIFIER,CONCEPT_CODE,DEFINITION,PARENT_IDENTIFIER,VALUE,PUBLIC_ID,SORTORDER
427705356,399523002,,427704128,Regressed germ cell tumor,Morphological_Abnormalitiy_PID,0
427705357,16090008,,427704128,Myxoid leiomyosarcoma,Morphological_Abnormalitiy_PID,0
427705358,128831004,,427704128,Chronic myelomonocytic leukemia,Morphological_Abnormalitiy_PID,0
427705359,128661009,,427704128,"Bronchiolo-alveolar carcinoma, mixed mucinous and non-mucinous",Morphological_Abnormalitiy_PID,0
427705360,46710009,,427704128,Esthesioneurocytoma,Morphological_Abnormalitiy_PID,0
427705361,4797003,,427704128,Papillary adenocarcinoma,Morphological_Abnormalitiy_PID,0
427705362,28351005,,427704128,Myxosarcoma,Morphological_Abnormalitiy_PID,0
427705363,74409009,,427704128,Endodermal sinus tumor,Morphological_Abnormalitiy_PID,0
427705364,128645007,,427704128,"Enteroglucagonoma, malignant",Morphological_Abnormalitiy_PID,0
427705365,78453009,,427704128,Telangiectatic osteosarcoma,Morphological_Abnormalitiy_PID,0
427705366,128737007,,427704128,"Solitary fibrous tumor, malignant",Morphological_Abnormalitiy_PID,0
427705367,38549000,,427704128,"Carcinoma, undifferentiated",Morphological_Abnormalitiy_PID,0
427705368,128751007,,427704128,Carcinofibroma,Morphological_Abnormalitiy_PID,0
427705369,15949004,,427704128,"Thymoma, malignant",Morphological_Abnormalitiy_PID,0
427705370,128678000,,427704128,Mixed medullary-follicular carcinoma,Morphological_Abnormalitiy_PID,0
427705371,13875003,,427704128,Glomangiosarcoma,Morphological_Abnormalitiy_PID,0
427705372,68453008,,427704128,Carcinoma,Morphological_Abnormalitiy_PID,0
427705373,128774006,,427704128,Intracortical osteosarcoma,Morphological_Abnormalitiy_PID,0
427705374,64059005,,427704128,Spongioneuroblastoma,Morphological_Abnormalitiy_PID,0
427705375,128778009,,427704128,Malignant tenosynovial giant cell tumor,Morphological_Abnormalitiy_PID,0
427705376,128845005,,427704128,Refractory anemia,Morphological_Abnormalitiy_PID,0
427705377,128776008,,427704128,Dedifferentiated chondrosarcoma,Morphological_Abnormalitiy_PID,0
427705378,112676006,,427704128,"Transitional cell carcinoma, spindle cell",Morphological_Abnormalitiy_PID,0
427705379,47107000,,427704128,Basophil carcinoma,Morphological_Abnormalitiy_PID,0
427705380,62621002,,427704128,Pigmented dermatofibrosarcoma protuberans,Morphological_Abnormalitiy_PID,0
427705381,78303004,,427704128,"Meningioma, malignant",Morphological_Abnormalitiy_PID,0
427705382,128649001,,427704128,"Hepatocellular carcinoma, clear cell type",Morphological_Abnormalitiy_PID,0
427705383,45410002,,427704128,Acinar cell carcinoma,Morphological_Abnormalitiy_PID,0
427705384,112677002,,427704128,Bronchiolo-alveolar adenocarcinoma,Morphological_Abnormalitiy_PID,0
427705385,30546008,,427704128,Clear cell adenocarcinoma,Morphological_Abnormalitiy_PID,0
427705386,63449009,,427704128,Alveolar rhabdomyosarcoma,Morphological_Abnormalitiy_PID,0
427705387,128883006,,427704128,Fibroblastic liposarcoma,Morphological_Abnormalitiy_PID,0
427705388,128675002,,427704128,"Papillary carcinoma, oxyphilic cell",Morphological_Abnormalitiy_PID,0
427705389,128648009,,427704128,"Hepatocellular carcinoma, spindle cell variant",Morphological_Abnormalitiy_PID,0
427705390,11073003,,427704128,Mixed liposarcoma,Morphological_Abnormalitiy_PID,0
427705391,128912009,,427704128,"Ganglioglioma, anaplastic",Morphological_Abnormalitiy_PID,0
427705392,128842008,,427704128,Chronic myeloproliferative disease,Morphological_Abnormalitiy_PID,0
427705393,41607009,,427704128,Renal cell carcinoma,Morphological_Abnormalitiy_PID,0
427705394,62681000,,427704128,Nonencapsulated sclerosing carcinoma,Morphological_Abnormalitiy_PID,0
427705395,82267002,,427704128,"Malignant tumor, small cell type",Morphological_Abnormalitiy_PID,0
427705396,128698005,,427704128,Atypical medullary carcinoma,Morphological_Abnormalitiy_PID,0
427705397,128706007,,427704128,Hepatoid adenocarcinoma,Morphological_Abnormalitiy_PID,0
427705398,74364000,,427704128,Small cell carcinoma,Morphological_Abnormalitiy_PID,0
427705399,128636006,,427704128,"Basal cell carcinoma, nodular",Morphological_Abnormalitiy_PID,0
427705400,128931003,,427704128,Leukemia (category),Morphological_Abnormalitiy_PID,0
427705401,83950009,,427704128,"Malignant tumor, giant cell type",Morphological_Abnormalitiy_PID,0
427705402,19756007,,427704128,"Gastrinoma, malignant",Morphological_Abnormalitiy_PID,0
427705403,32844007,,427704128,Mixed germ cell tumor,Morphological_Abnormalitiy_PID,0
427705404,128815007,,427704128,Interdigitating dendritic cell sarcoma,Morphological_Abnormalitiy_PID,0
427705405,42194009,,427704128,"Brenner tumor, malignant",Morphological_Abnormalitiy_PID,0
427705406,88400008,,427704128,"Tumor cells, malignant",Morphological_Abnormalitiy_PID,0
427705407,53654007,,427704128,Fibrosarcoma,Morphological_Abnormalitiy_PID,0
427705408,128750008,,427704128,Rhabdomyosarcoma with ganglionic differentiation,Morphological_Abnormalitiy_PID,0
427705409,10146008,,427704128,Chief cell adenocarcinoma,Morphological_Abnormalitiy_PID,0
427705410,41919003,,427704128,Juvenile carcinoma of the breast,Morphological_Abnormalitiy_PID,0
427705411,128668003,,427704128,"Renal cell carcinoma, sarcomatoid",Morphological_Abnormalitiy_PID,0
427705412,128783001,,427704128,Askin tumor,Morphological_Abnormalitiy_PID,0
427705413,128888002,,427704128,Mucinous adenocarcinofibroma,Morphological_Abnormalitiy_PID,0
427705414,56484001,,427704128,Adenocarcinoma with cartilaginous and osseous metaplasia,Morphological_Abnormalitiy_PID,0
427705415,84570003,,427704128,Cloacogenic carcinoma,Morphological_Abnormalitiy_PID,0
427705416,128749008,,427704128,Spindle cell rhabdomyosarcoma,Morphological_Abnormalitiy_PID,0
427705417,128773000,,427704128,High grade surface osteosarcoma,Morphological_Abnormalitiy_PID,0
427705418,128929007,,427704128,Non-Hodgkin lymphoma (category),Morphological_Abnormalitiy_PID,0
427705419,32512003,,427704128,"Extra-adrenal paraganglioma, malignant",Morphological_Abnormalitiy_PID,0
427705420,22694002,,427704128,Adenocarcinoma with apocrine metaplasia,Morphological_Abnormalitiy_PID,0
427705421,20955008,,427704128,"Insulinoma, malignant",Morphological_Abnormalitiy_PID,0
427705422,128886003,,427704128,Serous adenocarcinofibroma,Morphological_Abnormalitiy_PID,0
427705423,88253001,,427704128,"Ameloblastoma, malignant",Morphological_Abnormalitiy_PID,0
427705424,128798004,,427704128,Composite Hodgkin and non-Hodgkin lymphoma,Morphological_Abnormalitiy_PID,0
427705425,26211003,,427704128,Juxtacortical chondrosarcoma,Morphological_Abnormalitiy_PID,0
427705426,384950003,,427704128,"Carcinoma with pleomorphic, sarcomatoid or sarcomatous elements",Morphological_Abnormalitiy_PID,0
427705427,19134004,,427704128,Fascial fibrosarcoma,Morphological_Abnormalitiy_PID,0
427705428,128704005,,427704128,Adenocarcinoma with neuroendocrine differentiation,Morphological_Abnormalitiy_PID,0
427705429,4631006,,427704128,Tubular adenocarcinoma,Morphological_Abnormalitiy_PID,0
427705430,57513006,,427704128,Adenocarcinoma in adenomatous polyposis coli,Morphological_Abnormalitiy_PID,0
427705431,128667008,,427704128,"Renal cell carcinoma, chromophobe cell",Morphological_Abnormalitiy_PID,0
427705432,65278006,,427704128,"Epithelioid mesothelioma, malignant",Morphological_Abnormalitiy_PID,0
427705433,128918008,,427704128,Parosteal osteosarcoma,Morphological_Abnormalitiy_PID,0
427705434,9618003,,427704128,Epithelial-myoepithelial carcinoma,Morphological_Abnormalitiy_PID,0
427705435,54443001,,427704128,"Fibrous mesothelioma, malignant",Morphological_Abnormalitiy_PID,0
427705436,128671006,,427704128,"Follicular carcinoma, minimally invasive",Morphological_Abnormalitiy_PID,0
427705437,128770002,,427704128,Central osteosarcoma,Morphological_Abnormalitiy_PID,0
427705438,12690005,,427704128,Fibroblastic osteosarcoma,Morphological_Abnormalitiy_PID,0
427705439,23746000,,427704128,Intracystic carcinoma,Morphological_Abnormalitiy_PID,0
427705440,128726006,,427704128,"Endometrial stromal sarcoma, low grade",Morphological_Abnormalitiy_PID,0
427705441,128840000,,427704128,Papillary meningioma,Morphological_Abnormalitiy_PID,0
427705442,5958006,,427704128,"Small cell carcinoma, intermediate cell",Morphological_Abnormalitiy_PID,0
427705443,51549004,,427704128,Leiomyosarcoma,Morphological_Abnormalitiy_PID,0
427705444,128669006,,427704128,Collecting duct carcinoma,Morphological_Abnormalitiy_PID,0
427705445,26888009,,427704128,"Odontogenic tumor, malignant",Morphological_Abnormalitiy_PID,0
427705446,73676002,,427704128,Peripheral neuroectodermal tumor,Morphological_Abnormalitiy_PID,0
427705447,128753005,,427704128,Stromal sarcoma,Morphological_Abnormalitiy_PID,0
427705448,82591005,,427704128,Paget's disease and infiltrating duct carcinoma of breast,Morphological_Abnormalitiy_PID,0
427705449,128837000,,427704128,Myelodysplastic syndrome with 5q- syndrome,Morphological_Abnormalitiy_PID,0
427705450,128631001,,427704128,Carcinoma with osteoclast-like giant cells,Morphological_Abnormalitiy_PID,0
427705451,69515008,,427704128,Ganglioneuroblastoma,Morphological_Abnormalitiy_PID,0
427705452,38958001,,427704128,Mixed cell adenocarcinoma,Morphological_Abnormalitiy_PID,0
427705453,128894005,,427704128,"Nodular hidradenoma, malignant",Morphological_Abnormalitiy_PID,0
427705454,88195001,,427704128,Alveolar soft part sarcoma,Morphological_Abnormalitiy_PID,0
427705455,29792007,,427704128,Trabecular adenocarcinoma,Morphological_Abnormalitiy_PID,0
427705456,10069009,,427704128,"Giant cell tumor of bone, malignant",Morphological_Abnormalitiy_PID,0
427705457,64524002,,427704128,Intraductal papillary adenocarcinoma with invasion,Morphological_Abnormalitiy_PID,0
427705458,128896007,,427704128,Sclerosing sweat duct carcinoma,Morphological_Abnormalitiy_PID,0
427705459,6641007,,427704128,Metatypical carcinoma,Morphological_Abnormalitiy_PID,0
427705460,12323008,,427704128,"Androblastoma, malignant",Morphological_Abnormalitiy_PID,0
427705461,900006,,427704128,Mucin-producing adenocarcinoma,Morphological_Abnormalitiy_PID,0
427705462,64204000,,427704129,"Squamous cell carcinoma, metastatic",Morphological_Abnormalitiy_PID,0
427705463,252988009,,427704129,Malignant squamous tumor,Morphological_Abnormalitiy_PID,0
427705464,59367005,,427704129,Adenosquamous carcinoma,Morphological_Abnormalitiy_PID,0
427705465,77418004,,427704130,"Neurilemoma, malignant",Morphological_Abnormalitiy_PID,0
427705466,19897006,,427704130,Malignant peripheral nerve sheath tumor,Morphological_Abnormalitiy_PID,0
427705467,354002,,427704130,Malignant peripheral nerve sheath tumor with rhabdomyoblastic differentiation,Morphological_Abnormalitiy_PID,0
427705468,128796000,,427704130,"Perineurioma, malignant",Morphological_Abnormalitiy_PID,0
427705580,252995000,,427704151,Malignant basal cell tumor,Morphological_Abnormalitiy_PID,0
427705581,128629005,,427704151,Large cell carcinoma with rhabdoid phenotype,Morphological_Abnormalitiy_PID,0
427705582,21326004,,427704151,Combined small cell carcinoma,Morphological_Abnormalitiy_PID,0
427705583,7010000,,427704151,Carcinomatosis,Morphological_Abnormalitiy_PID,0
427705584,65692009,,427704151,Spindle cell carcinoma,Morphological_Abnormalitiy_PID,0
427705585,23109009,,427704151,Pseudosarcomatous carcinoma,Morphological_Abnormalitiy_PID,0
427705586,74042001,,427704151,"Small cell carcinoma, fusiform cell",Morphological_Abnormalitiy_PID,0
427705587,128632008,,427704151,Non-small cell carcinoma,Morphological_Abnormalitiy_PID,0
427705588,71298006,,427704151,"Epithelioma, malignant",Morphological_Abnormalitiy_PID,0
427705589,128705006,,427704151,Metaplastic carcinoma,Morphological_Abnormalitiy_PID,0
427705590,22687000,,427704151,Large cell carcinoma,Morphological_Abnormalitiy_PID,0
427705591,399961007,,427704151,Malignant adenomatous neoplasm - category,Morphological_Abnormalitiy_PID,0
427705592,128630000,,427704151,Glassy cell carcinoma,Morphological_Abnormalitiy_PID,0
427705593,252988009,,427704151,Malignant squamous tumor,Morphological_Abnormalitiy_PID,0
427705594,70401000,,427704151,Polygonal cell carcinoma,Morphological_Abnormalitiy_PID,0
427705595,58248003,,427704151,"Carcinoma, anaplastic",Morphological_Abnormalitiy_PID,0
427705596,38549000,,427704151,"Carcinoma, undifferentiated",Morphological_Abnormalitiy_PID,0
427705597,68453008,,427704151,Carcinoma,Morphological_Abnormalitiy_PID,0
427705598,16741004,,427704151,Pleomorphic carcinoma,Morphological_Abnormalitiy_PID,0
427705599,128706007,,427704151,Hepatoid adenocarcinoma,Morphological_Abnormalitiy_PID,0
427705600,74364000,,427704151,Small cell carcinoma,Morphological_Abnormalitiy_PID,0
427705601,72969003,,427704151,Giant cell and spindle cell carcinoma,Morphological_Abnormalitiy_PID,0
427705602,9618003,,427704151,Epithelial-myoepithelial carcinoma,Morphological_Abnormalitiy_PID,0
427705603,5958006,,427704151,"Small cell carcinoma, intermediate cell",Morphological_Abnormalitiy_PID,0
427705604,128631001,,427704151,Carcinoma with osteoclast-like giant cells,Morphological_Abnormalitiy_PID,0
427705605,79282002,,427704151,"Carcinoma, metastatic",Morphological_Abnormalitiy_PID,0
427705495,49937004,,427704132,Kaposi's sarcoma,Morphological_Abnormalitiy_PID,0
427705496,372149006,,427704132,"Kaposi's sarcoma, metastatic",Morphological_Abnormalitiy_PID,0
427705497,64204000,,427704133,"Squamous cell carcinoma, metastatic",Morphological_Abnormalitiy_PID,0
427705498,372149006,,427704133,"Kaposi's sarcoma, metastatic",Morphological_Abnormalitiy_PID,0
427705499,372158004,,427704133,"Malignant melanoma, metastatic",Morphological_Abnormalitiy_PID,0
427705500,423251006,,427704133,"Malignant blood vessel neoplasm, metastatic",Morphological_Abnormalitiy_PID,0
427705501,4590003,,427704133,"Adenocarcinoma, metastatic",Morphological_Abnormalitiy_PID,0
427705502,4305004,,427704133,Metastatic signet ring cell carcinoma,Morphological_Abnormalitiy_PID,0
427705503,372152003,,427704133,"Sarcoma, metastatic",Morphological_Abnormalitiy_PID,0
427705504,370079006,,427704133,"Choriocarcinoma, metastatic",Morphological_Abnormalitiy_PID,0
427705505,110459008,,427704133,"Malignant lymphoma, metastatic",Morphological_Abnormalitiy_PID,0
427705506,112679004,,427704133,Pseudomyxoma peritonei,Morphological_Abnormalitiy_PID,0
427705507,79282002,,427704133,"Carcinoma, metastatic",Morphological_Abnormalitiy_PID,0
427705508,65140001,,427704134,Periosteal fibrosarcoma,Morphological_Abnormalitiy_PID,0
427705509,52040006,,427704134,Infantile fibrosarcoma,Morphological_Abnormalitiy_PID,0
427705510,400212008,,427704134,Malignant fibrohistiocytic neoplasm - category,Morphological_Abnormalitiy_PID,0
427705511,128737007,,427704134,"Solitary fibrous tumor, malignant",Morphological_Abnormalitiy_PID,0
427705512,53654007,,427704134,Fibrosarcoma,Morphological_Abnormalitiy_PID,0
427705513,19134004,,427704134,Fascial fibrosarcoma,Morphological_Abnormalitiy_PID,0
427705514,271957007,,427704136,Benign acinar cell tumor,Morphological_Abnormalitiy_PID,0
427705515,128719006,,427704141,Spindle epithelial tumor with thymus-like element,Morphological_Abnormalitiy_PID,0
427705516,128720000,,427704141,Carcinoma showing thymus-like element,Morphological_Abnormalitiy_PID,0
427705517,443771009,,427704141,Thymoma - category,Morphological_Abnormalitiy_PID,0
427705518,396869009,,427704143,Pancreatic intraepithelial neoplasia (PanIN)-2: Flat or papillary mucinous epithelium with mild to moderate dysplasia,Morphological_Abnormalitiy_PID,0
427705519,396868001,,427704143,Pancreatic intraepithelial neoplasia (PanIN)-1B: Papillary mucinous epithelium without dysplasia,Morphological_Abnormalitiy_PID,0
427705520,396867006,,427704143,Pancreatic intraepithelial neoplasia (PanIN)-1A: Flat mucinous epithelium without dysplasia,Morphological_Abnormalitiy_PID,0
427705521,396870005,,427704143,Pancreatic intraepithelial neoplasia (PanIN)-3: Flat or papillary mucinous epithelium with severe dysplasia,Morphological_Abnormalitiy_PID,0
427705522,252989001,,427704144,Squamous carcinoma in situ,Morphological_Abnormalitiy_PID,0
427705523,252994001,,427704144,Benign squamous cell tumor,Morphological_Abnormalitiy_PID,0
427705524,400155002,,427704144,Squamous cell carcinoma - category,Morphological_Abnormalitiy_PID,0
427705525,45083001,,427704145,Urothelial papilloma,Morphological_Abnormalitiy_PID,0
427705526,27090000,,427704145,Transitional cell carcinoma,Morphological_Abnormalitiy_PID,0
427705527,50894008,,427704145,Schneiderian papilloma,Morphological_Abnormalitiy_PID,0
427705528,5600009,,427704145,Schneiderian carcinoma,Morphological_Abnormalitiy_PID,0
427705529,5843004,,427704145,Basaloid carcinoma,Morphological_Abnormalitiy_PID,0
427705530,12400006,,427704145,Papillary transitional cell carcinoma,Morphological_Abnormalitiy_PID,0
427705531,53530009,,427704145,Transitional cell carcinoma in situ,Morphological_Abnormalitiy_PID,0
427705532,128639004,,427704145,"Transitional cell carcinoma, micropapillary",Morphological_Abnormalitiy_PID,0
427705533,112676006,,427704145,"Transitional cell carcinoma, spindle cell",Morphological_Abnormalitiy_PID,0
427705534,46580000,,427704145,"Transitional cell papilloma, inverted",Morphological_Abnormalitiy_PID,0
427705535,128877008,,427704145,"Papillary transitional cell carcinoma, non-invasive",Morphological_Abnormalitiy_PID,0
427705536,84570003,,427704145,Cloacogenic carcinoma,Morphological_Abnormalitiy_PID,0
427705537,128625004,,427704145,Papillary transitional cell neoplasm of low malignant potential,Morphological_Abnormalitiy_PID,0
427705538,44342003,,427704145,"Transitional cell papilloma, benign",Morphological_Abnormalitiy_PID,0
427705539,68956006,,427704146,Carcinoma in situ,Morphological_Abnormalitiy_PID,0
427705540,399935008,,427704146,Ductal carcinoma in situ - category,Morphological_Abnormalitiy_PID,0
427705541,252989001,,427704146,Squamous carcinoma in situ,Morphological_Abnormalitiy_PID,0
427705542,128900005,,427704146,"Mucinous cystadenocarcinoma, non-invasive",Morphological_Abnormalitiy_PID,0
427705543,53530009,,427704146,Transitional cell carcinoma in situ,Morphological_Abnormalitiy_PID,0
427705544,89277004,,427704146,Noninfiltrating intracystic carcinoma,Morphological_Abnormalitiy_PID,0
427705545,77284006,,427704146,Lobular carcinoma in situ,Morphological_Abnormalitiy_PID,0
427705546,128877008,,427704146,"Papillary transitional cell carcinoma, non-invasive",Morphological_Abnormalitiy_PID,0
427705547,253026002,,427704147,Adenocarcinoma with metaplasia,Morphological_Abnormalitiy_PID,0
427705548,68358000,,427704147,Adenocarcinoma with spindle cell metaplasia,Morphological_Abnormalitiy_PID,0
427705549,128705006,,427704147,Metaplastic carcinoma,Morphological_Abnormalitiy_PID,0
427705550,15176003,,427704147,Adenocarcinoma with squamous metaplasia,Morphological_Abnormalitiy_PID,0
427705551,107692003,,427704147,Mixed squamous cell and glandular papilloma,Morphological_Abnormalitiy_PID,0
427705552,59367005,,427704147,Adenosquamous carcinoma,Morphological_Abnormalitiy_PID,0
427705553,20776008,,427704147,Adenolymphoma,Morphological_Abnormalitiy_PID,0
427705554,128706007,,427704147,Hepatoid adenocarcinoma,Morphological_Abnormalitiy_PID,0
427705555,56484001,,427704147,Adenocarcinoma with cartilaginous and osseous metaplasia,Morphological_Abnormalitiy_PID,0
427705556,22694002,,427704147,Adenocarcinoma with apocrine metaplasia,Morphological_Abnormalitiy_PID,0
427705557,128704005,,427704147,Adenocarcinoma with neuroendocrine differentiation,Morphological_Abnormalitiy_PID,0
427705558,9618003,,427704147,Epithelial-myoepithelial carcinoma,Morphological_Abnormalitiy_PID,0
427705559,252995000,,427704148,Malignant basal cell tumor,Morphological_Abnormalitiy_PID,0
427705560,252996004,,427704148,Benign basal cell tumor,Morphological_Abnormalitiy_PID,0
427705561,30649006,,427704148,Basal cell tumor,Morphological_Abnormalitiy_PID,0
427705562,25499005,,427704149,Seborrheic keratosis,Morphological_Abnormalitiy_PID,0
427705563,399908004,,427704149,Benign adenomatous neoplasm - category,Morphological_Abnormalitiy_PID,0
427705564,128718003,,427704149,Ectopic hamartomatous thymoma,Morphological_Abnormalitiy_PID,0
427705565,63823009,,427704149,"Epithelioma, benign",Morphological_Abnormalitiy_PID,0
427705566,21181001,,427704149,"Thymoma, benign",Morphological_Abnormalitiy_PID,0
427705567,128876004,,427704149,"Tumorlet, benign",Morphological_Abnormalitiy_PID,0
427705568,252996004,,427704149,Benign basal cell tumor,Morphological_Abnormalitiy_PID,0
427705569,107692003,,427704149,Mixed squamous cell and glandular papilloma,Morphological_Abnormalitiy_PID,0
427705570,856006,,427704149,Actinic keratosis,Morphological_Abnormalitiy_PID,0
427705571,20776008,,427704149,Adenolymphoma,Morphological_Abnormalitiy_PID,0
427705572,252994001,,427704149,Benign squamous cell tumor,Morphological_Abnormalitiy_PID,0
427705573,42535003,,427704149,"Epithelial tumor, benign",Morphological_Abnormalitiy_PID,0
427705574,128687009,,427704150,Clear cell cystadenoma,Morphological_Abnormalitiy_PID,0
427705575,128891002,,427704150,Clear cell adenocarcinofibroma,Morphological_Abnormalitiy_PID,0
427705576,58161009,,427704150,Clear cell adenofibroma,Morphological_Abnormalitiy_PID,0
427705577,128890001,,427704150,Clear cell adenofibroma of borderline malignancy,Morphological_Abnormalitiy_PID,0
427705578,30546008,,427704150,Clear cell adenocarcinoma,Morphological_Abnormalitiy_PID,0
427705579,128688004,,427704150,Clear cell cystic tumor of borderline malignancy,Morphological_Abnormalitiy_PID,0
427705580,252995000,,427704151,Malignant basal cell tumor,Morphological_Abnormalitiy_PID,0
427705581,128629005,,427704151,Large cell carcinoma with rhabdoid phenotype,Morphological_Abnormalitiy_PID,0
427705582,21326004,,427704151,Combined small cell carcinoma,Morphological_Abnormalitiy_PID,0
427705583,7010000,,427704151,Carcinomatosis,Morphological_Abnormalitiy_PID,0
427705584,65692009,,427704151,Spindle cell carcinoma,Morphological_Abnormalitiy_PID,0
427705585,23109009,,427704151,Pseudosarcomatous carcinoma,Morphological_Abnormalitiy_PID,0
427705586,74042001,,427704151,"Small cell carcinoma, fusiform cell",Morphological_Abnormalitiy_PID,0
427705587,128632008,,427704151,Non-small cell carcinoma,Morphological_Abnormalitiy_PID,0
427705588,71298006,,427704151,"Epithelioma, malignant",Morphological_Abnormalitiy_PID,0
427705589,128705006,,427704151,Metaplastic carcinoma,Morphological_Abnormalitiy_PID,0
427705590,22687000,,427704151,Large cell carcinoma,Morphological_Abnormalitiy_PID,0
427705591,399961007,,427704151,Malignant adenomatous neoplasm - category,Morphological_Abnormalitiy_PID,0
427705592,128630000,,427704151,Glassy cell carcinoma,Morphological_Abnormalitiy_PID,0
427705593,252988009,,427704151,Malignant squamous tumor,Morphological_Abnormalitiy_PID,0
427705594,70401000,,427704151,Polygonal cell carcinoma,Morphological_Abnormalitiy_PID,0
427705595,58248003,,427704151,"Carcinoma, anaplastic",Morphological_Abnormalitiy_PID,0
427705596,38549000,,427704151,"Carcinoma, undifferentiated",Morphological_Abnormalitiy_PID,0
427705597,68453008,,427704151,Carcinoma,Morphological_Abnormalitiy_PID,0
427705598,16741004,,427704151,Pleomorphic carcinoma,Morphological_Abnormalitiy_PID,0
427705599,128706007,,427704151,Hepatoid adenocarcinoma,Morphological_Abnormalitiy_PID,0
427705600,74364000,,427704151,Small cell carcinoma,Morphological_Abnormalitiy_PID,0
427705601,72969003,,427704151,Giant cell and spindle cell carcinoma,Morphological_Abnormalitiy_PID,0
427705602,9618003,,427704151,Epithelial-myoepithelial carcinoma,Morphological_Abnormalitiy_PID,0
427705603,5958006,,427704151,"Small cell carcinoma, intermediate cell",Morphological_Abnormalitiy_PID,0
427705604,128631001,,427704151,Carcinoma with osteoclast-like giant cells,Morphological_Abnormalitiy_PID,0
427705605,79282002,,427704151,"Carcinoma, metastatic",Morphological_Abnormalitiy_PID,0
427705606,399890002,,427704152,Adenomatous neoplasm of borderline malignancy,Morphological_Abnormalitiy_PID,0
427705607,399908004,,427704152,Benign adenomatous neoplasm - category,Morphological_Abnormalitiy_PID,0
427705608,253013001,,427704152,Endometrioid tumor,Morphological_Abnormalitiy_PID,0
427705609,252998003,,427704152,Endocrine tumor morphology,Morphological_Abnormalitiy_PID,0
427705610,399961007,,427704152,Malignant adenomatous neoplasm - category,Morphological_Abnormalitiy_PID,0
427705611,399983006,,427704152,In situ adenomatous neoplasm - category,Morphological_Abnormalitiy_PID,0
427705612,253012006,,427704152,Follicular tumor,Morphological_Abnormalitiy_PID,0
427705613,253016009,,427704152,Liver tumor morphology,Morphological_Abnormalitiy_PID,0
427705614,7429002,,427704153,Glomangioma,Morphological_Abnormalitiy_PID,0
427705615,34550005,,427704153,Glomangiomyoma,Morphological_Abnormalitiy_PID,0
427705616,107694002,,427704153,"Paraganglioma, benign",Morphological_Abnormalitiy_PID,0
427705617,72787006,,427704153,Gangliocytic paraganglioma,Morphological_Abnormalitiy_PID,0
427705618,10438002,,427704153,Glomus tumor,Morphological_Abnormalitiy_PID,0
427705619,81622000,,427704156,"Carcinoid tumor (except of Appendix, M-82401)",Morphological_Abnormalitiy_PID,0
427705620,399702005,,427704156,"Monodermal teratoma, carcinoid",Morphological_Abnormalitiy_PID,0
427705621,128658008,,427704156,Atypical carcinoid tumor,Morphological_Abnormalitiy_PID,0
427705622,32071008,,427704156,Strumal carcinoid,Morphological_Abnormalitiy_PID,0
427705623,86293007,,427704156,Adenocarcinoid tumor,Morphological_Abnormalitiy_PID,0
427705624,128656007,,427704156,Enterochromaffin-like cell carcinoid,Morphological_Abnormalitiy_PID,0
427705625,274904007,,427704156,Carcinoid tumor - argentaffin,Morphological_Abnormalitiy_PID,0
427705626,31396002,,427704156,Goblet cell carcinoid,Morphological_Abnormalitiy_PID,0
427705627,51465000,,427704156,Composite carcinoid,Morphological_Abnormalitiy_PID,0
427705628,128889005,,427704156,Tubular carcinoid,Morphological_Abnormalitiy_PID,0
427705629,48554007,,427704156,Enterochromaffin cell carcinoid,Morphological_Abnormalitiy_PID,0
427705630,22228003,,427704156,Carcinoid tumor of uncertain malignant potential,Morphological_Abnormalitiy_PID,0
427705631,128916007,,427704158,Medullary carcinoma with amyloid stroma,Morphological_Abnormalitiy_PID,0
427705632,32913002,,427704158,Medullary carcinoma,Morphological_Abnormalitiy_PID,0
427705633,60346004,,427704158,Islet cell carcinoma,Morphological_Abnormalitiy_PID,0
427705634,5052009,,427704158,Merkel cell carcinoma,Morphological_Abnormalitiy_PID,0
427705635,76817009,,427704158,Oat cell carcinoma,Morphological_Abnormalitiy_PID,0
427705636,86293007,,427704158,Adenocarcinoid tumor,Morphological_Abnormalitiy_PID,0
427705637,128657003,,427704158,"Enterochromaffin-like cell tumor, malignant",Morphological_Abnormalitiy_PID,0
427705638,55937004,,427704158,Neuroendocrine carcinoma,Morphological_Abnormalitiy_PID,0
427705639,31396002,,427704158,Goblet cell carcinoid,Morphological_Abnormalitiy_PID,0
427705640,51465000,,427704158,Composite carcinoid,Morphological_Abnormalitiy_PID,0
427705641,48554007,,427704158,Enterochromaffin cell carcinoid,Morphological_Abnormalitiy_PID,0
427705642,443334005,,427704159,Medulloblastoma - category,Morphological_Abnormalitiy_PID,0
427705643,68614005,,427704159,Esthesioneuroepithelioma,Morphological_Abnormalitiy_PID,0
427705644,87364003,,427704159,Neuroblastoma,Morphological_Abnormalitiy_PID,0
427705645,31671006,,427704159,Pineoblastoma,Morphological_Abnormalitiy_PID,0
427705646,12354007,,427704159,"Retinoblastoma, undifferentiated",Morphological_Abnormalitiy_PID,0
427705647,19906005,,427704159,Retinoblastoma,Morphological_Abnormalitiy_PID,0
427705648,29370006,,427704159,"Pheochromocytoma, malignant",Morphological_Abnormalitiy_PID,0
427705649,76060004,,427704159,Esthesioneuroblastoma,Morphological_Abnormalitiy_PID,0
427705650,9903002,,427704159,"Paraganglioma, malignant",Morphological_Abnormalitiy_PID,0
